"";"cache_id";"reporting_level";"area";"Nobs_rl_a";"Nobs_rl";"Nobs";"Perc_a";"Perc_rl"
"2928";"PER_2015_ENAHO_D1_INC_GPWG";"national";"rural";46523;119385;119385;0,39;1
"2929";"PER_2016_ENAHO_D1_INC_GPWG";"national";"urban";84093;131125;131125;0,64;1
"2930";"PER_2016_ENAHO_D1_INC_GPWG";"national";"rural";47032;131125;131125;0,36;1
"2931";"PER_2017_ENAHO_D1_INC_GPWG";"national";"urban";78897;124750;124750;0,63;1
"2932";"PER_2017_ENAHO_D1_INC_GPWG";"national";"rural";45853;124750;124750;0,37;1
"2933";"PER_2018_ENAHO_D1_INC_GPWG";"national";"urban";81136;132229;132229;0,61;1
"2934";"PER_2018_ENAHO_D1_INC_GPWG";"national";"rural";51093;132229;132229;0,39;1
"2935";"PER_2019_ENAHO_D1_INC_GPWG";"national";"urban";76632;121513;121513;0,63;1
"2936";"PER_2019_ENAHO_D1_INC_GPWG";"national";"rural";44881;121513;121513;0,37;1
"2937";"PER_2020_ENAHO_D1_INC_GPWG";"national";"urban";75884;119996;119996;0,63;1
"2938";"PER_2020_ENAHO_D1_INC_GPWG";"national";"rural";44112;119996;119996;0,37;1
"2939";"PER_2021_ENAHO_D1_INC_GPWG";"national";"urban";74565;114023;114023;0,65;1
"2940";"PER_2021_ENAHO_D1_INC_GPWG";"national";"rural";39458;114023;114023;0,35;1
"2941";"PER_2022_ENAHO_D1_INC_GPWG";"national";"urban";75535;114550;114550;0,66;1
"2942";"PER_2022_ENAHO_D1_INC_GPWG";"national";"rural";39015;114550;114550;0,34;1
"2943";"PHL_1985_FIES_D1_CON_SYNTH";"national";"national";100000;100000;100000;1;1
"2944";"PHL_1988_FIES_D1_CON_HIST";"national";"rural";10059;18922;18922;0,53;1
"2945";"PHL_1988_FIES_D1_CON_HIST";"national";"urban";8863;18922;18922;0,47;1
"2946";"PHL_1991_FIES_D1_CON_SYNTH";"national";"national";100000;100000;100000;1;1
"2947";"PHL_1994_FIES_D1_CON_SYNTH";"national";"national";100000;100000;100000;1;1
"2948";"PHL_1997_FIES_D1_CON_HIST";"national";"rural";16092;39520;39520;0,41;1
"2949";"PHL_1997_FIES_D1_CON_HIST";"national";"urban";23428;39520;39520;0,59;1
"2950";"PHL_2000_FIES_D1_CON_GPWG";"national";"urban";23524;39615;39615;0,59;1
"2951";"PHL_2000_FIES_D1_CON_GPWG";"national";"rural";16091;39615;39615;0,41;1
"2952";"PHL_2000_FIES_D1_INC_GPWG";"national";"rural";16091;39615;39615;0,41;1
"2953";"PHL_2000_FIES_D1_INC_GPWG";"national";"urban";23524;39615;39615;0,59;1
"2954";"PHL_2003_FIES_D1_CON_GPWG";"national";"rural";23673;42094;42094;0,56;1
"2955";"PHL_2003_FIES_D1_CON_GPWG";"national";"urban";18421;42094;42094;0,44;1
"2956";"PHL_2003_FIES_D1_INC_GPWG";"national";"rural";23673;42094;42094;0,56;1
"2957";"PHL_2003_FIES_D1_INC_GPWG";"national";"urban";18421;42094;42094;0,44;1
"2958";"PHL_2006_FIES_D1_CON_GPWG";"national";"rural";114561;189079;189079;0,61;1
"2959";"PHL_2006_FIES_D1_CON_GPWG";"national";"urban";74518;189079;189079;0,39;1
"2960";"PHL_2006_FIES_D1_INC_GPWG";"national";"rural";114561;189079;189079;0,61;1
"2961";"PHL_2006_FIES_D1_INC_GPWG";"national";"urban";74518;189079;189079;0,39;1
"2962";"PHL_2009_FIES_D1_CON_GPWG";"national";"urban";72624;186826;186826;0,39;1
"2963";"PHL_2009_FIES_D1_CON_GPWG";"national";"rural";114202;186826;186826;0,61;1
"2964";"PHL_2009_FIES_D1_INC_GPWG";"national";"rural";114202;186826;186826;0,61;1
"2965";"PHL_2009_FIES_D1_INC_GPWG";"national";"urban";72624;186826;186826;0,39;1
"2966";"PHL_2012_FIES_D1_CON_GPWG";"national";"rural";118698;192537;192537;0,62;1
"2967";"PHL_2012_FIES_D1_CON_GPWG";"national";"urban";73839;192537;192537;0,38;1
"2968";"PHL_2012_FIES_D1_INC_GPWG";"national";"rural";118698;192537;192537;0,62;1
"2969";"PHL_2012_FIES_D1_INC_GPWG";"national";"urban";73839;192537;192537;0,38;1
"2970";"PHL_2015_FIES_D1_CON_GPWG";"national";"rural";114359;196389;196389;0,58;1
"2971";"PHL_2015_FIES_D1_CON_GPWG";"national";"urban";82030;196389;196389;0,42;1
"2972";"PHL_2015_FIES_D1_INC_GPWG";"national";"rural";114359;196389;196389;0,58;1
"2973";"PHL_2015_FIES_D1_INC_GPWG";"national";"urban";82030;196389;196389;0,42;1
"2974";"PHL_2018_FIES_D1_CON_GPWG";"national";"rural";81580;147717;147717;0,55;1
"2975";"PHL_2018_FIES_D1_CON_GPWG";"national";"urban";66137;147717;147717;0,45;1
"2976";"PHL_2018_FIES_D1_INC_GPWG";"national";"rural";81580;147717;147717;0,55;1
"2977";"PHL_2018_FIES_D1_INC_GPWG";"national";"urban";66137;147717;147717;0,45;1
"2978";"PHL_2021_FIES_D1_CON_GPWG";"national";"urban";79202;165029;165029;0,48;1
"2979";"PHL_2021_FIES_D1_CON_GPWG";"national";"rural";85827;165029;165029;0,52;1
"2980";"PHL_2021_FIES_D1_INC_GPWG";"national";"rural";85827;165029;165029;0,52;1
"2981";"PHL_2021_FIES_D1_INC_GPWG";"national";"urban";79202;165029;165029;0,48;1
"2982";"PNG_1996_HIES_D1_CON_GPWG";"national";"rural";1144;1144;1144;1;1
"2983";"PNG_2009_HIES_D1_CON_GPWG";"national";"urban";10338;20369;20369;0,51;1
"2984";"PNG_2009_HIES_D1_CON_GPWG";"national";"rural";10031;20369;20369;0,49;1
"2985";"POL_1985_HBS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"2986";"POL_1986_HBS-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2987";"POL_1987_HBS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"2988";"POL_1989_HBS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"2989";"POL_1992_HBS-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2990";"POL_1993_HBS_D1_CON_SYNTH";"national";"national";100000;100000;100000;1;1
"2991";"POL_1995_HBS-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2992";"POL_1996_HBS_D1_CON_SYNTH";"national";"national";100000;100000;100000;1;1
"2993";"POL_1998_HBS_D1_CON_GPWG";"national";"urban";61558;100779;100779;0,61;1
"2994";"POL_1998_HBS_D1_CON_GPWG";"national";"rural";39221;100779;100779;0,39;1
"2995";"POL_1999_HBS-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2996";"POL_1999_HBS_D1_CON_GPWG";"national";"urban";60734;99791;99791;0,61;1
"2997";"POL_1999_HBS_D1_CON_GPWG";"national";"rural";39057;99791;99791;0,39;1
"2998";"POL_2000_HBS_D1_CON_GPWG";"national";"urban";23601;36163;36163;0,65;1
"2999";"POL_2000_HBS_D1_CON_GPWG";"national";"rural";12562;36163;36163;0,35;1
"3000";"POL_2001_HBS_D1_CON_GPWG";"national";"urban";21058;31847;31847;0,66;1
"3001";"POL_2001_HBS_D1_CON_GPWG";"national";"rural";10789;31847;31847;0,34;1
"3002";"POL_2002_HBS_D1_CON_GPWG";"national";"rural";10801;32342;32342;0,33;1
"3003";"POL_2002_HBS_D1_CON_GPWG";"national";"urban";21541;32342;32342;0,67;1
"3004";"POL_2003_HBS_D1_CON_GPWG";"national";"urban";61455;99554;99554;0,62;1
"3005";"POL_2003_HBS_D1_CON_GPWG";"national";"rural";38099;99554;99554;0,38;1
"3006";"POL_2004_HBS_D1_CON_GPWG";"national";"urban";61208;99038;99038;0,62;1
"3007";"POL_2004_HBS_D1_CON_GPWG";"national";"rural";37830;99038;99038;0,38;1
"3008";"POL_2005_EU-SILC_D1_INC_GPWG";"national";"urban";24517;48987;48987;0,5;1
"3009";"POL_2005_EU-SILC_D1_INC_GPWG";"national";"rural";24470;48987;48987;0,5;1
"3010";"POL_2005_HBS_D1_CON_GPWG";"national";"urban";60004;107124;107124;0,56;1
"3011";"POL_2005_HBS_D1_CON_GPWG";"national";"rural";47120;107124;107124;0,44;1
"3012";"POL_2006_EU-SILC_D1_INC_GPWG";"national";"urban";21893;45101;45101;0,49;1
"3013";"POL_2006_EU-SILC_D1_INC_GPWG";"national";"rural";23208;45101;45101;0,51;1
"3014";"POL_2006_HBS_D1_CON_GPWG";"national";"urban";59045;114311;114311;0,52;1
"3015";"POL_2006_HBS_D1_CON_GPWG";"national";"rural";55266;114311;114311;0,48;1
"3016";"POL_2007_EU-SILC_D1_INC_GPWG";"national";"rural";22257;42841;42841;0,52;1
"3017";"POL_2007_EU-SILC_D1_INC_GPWG";"national";"urban";20584;42841;42841;0,48;1
"3018";"POL_2007_HBS_D1_CON_GPWG";"national";"urban";57782;111992;111992;0,52;1
"3019";"POL_2007_HBS_D1_CON_GPWG";"national";"rural";54210;111992;111992;0,48;1
"3020";"POL_2008_EU-SILC_D1_INC_GPWG";"national";"rural";21004;41149;41149;0,51;1
"3021";"POL_2008_EU-SILC_D1_INC_GPWG";"national";"urban";20145;41149;41149;0,49;1
"3022";"POL_2008_HBS_D1_CON_GPWG";"national";"urban";55992;109819;109819;0,51;1
"3023";"POL_2008_HBS_D1_CON_GPWG";"national";"rural";53827;109819;109819;0,49;1
"3024";"POL_2009_EU-SILC_D1_INC_GPWG";"national";"urban";18654;38538;38538;0,48;1
"3025";"POL_2009_EU-SILC_D1_INC_GPWG";"national";"rural";19884;38538;38538;0,52;1
"3026";"POL_2009_HBS_D1_CON_GPWG";"national";"rural";53146;108038;108038;0,49;1
"3027";"POL_2009_HBS_D1_CON_GPWG";"national";"urban";54892;108038;108038;0,51;1
"3028";"POL_2010_EU-SILC_D1_INC_GPWG";"national";"rural";18777;37374;37374;0,5;1
"3029";"POL_2010_EU-SILC_D1_INC_GPWG";"national";"urban";18597;37374;37374;0,5;1
"3030";"POL_2010_HBS_D1_CON_GPWG";"national";"rural";52813;107967;107967;0,49;1
"3031";"POL_2010_HBS_D1_CON_GPWG";"national";"urban";55154;107967;107967;0,51;1
"3032";"POL_2011_EU-SILC_D1_INC_GPWG";"national";"urban";18485;36707;36707;0,5;1
"3033";"POL_2011_EU-SILC_D1_INC_GPWG";"national";"rural";18222;36707;36707;0,5;1
"3034";"POL_2011_HBS_D1_CON_GPWG";"national";"";37375;37375;37375;1;1
"3035";"POL_2012_EU-SILC_D1_INC_GPWG";"national";"rural";17204;37114;37114;0,46;1
"3036";"POL_2012_EU-SILC_D1_INC_GPWG";"national";"urban";19910;37114;37114;0,54;1
"3037";"POL_2012_HBS_D1_CON_GPWG";"national";"rural";51202;105327;105327;0,49;1
"3038";"POL_2012_HBS_D1_CON_GPWG";"national";"urban";54125;105327;105327;0,51;1
"3039";"POL_2013_EU-SILC_D1_INC_GPWG";"national";"urban";19453;36414;36414;0,53;1
"3040";"POL_2013_EU-SILC_D1_INC_GPWG";"national";"rural";16961;36414;36414;0,47;1
"3041";"POL_2013_HBS_D1_CON_GPWG";"national";"rural";49571;102780;102780;0,48;1
"3042";"POL_2013_HBS_D1_CON_GPWG";"national";"urban";53209;102780;102780;0,52;1
"3043";"POL_2014_EU-SILC_D1_INC_GPWG";"national";"urban";18520;36103;36103;0,51;1
"3044";"POL_2014_EU-SILC_D1_INC_GPWG";"national";"rural";17583;36103;36103;0,49;1
"3045";"POL_2014_HBS_D1_CON_GPWG";"national";"urban";52817;101669;101669;0,52;1
"3046";"POL_2014_HBS_D1_CON_GPWG";"national";"rural";48852;101669;101669;0,48;1
"3047";"POL_2015_EU-SILC_D1_INC_GPWG";"national";"urban";16715;33634;33634;0,5;1
"3048";"POL_2015_EU-SILC_D1_INC_GPWG";"national";"rural";16919;33634;33634;0,5;1
"3049";"POL_2015_HBS_D1_CON_GPWG";"national";"rural";48597;101076;101076;0,48;1
"3050";"POL_2015_HBS_D1_CON_GPWG";"national";"urban";52479;101076;101076;0,52;1
"3051";"POL_2016_EU-SILC_D1_INC_GPWG";"national";"rural";16485;32586;32586;0,51;1
"3052";"POL_2016_EU-SILC_D1_INC_GPWG";"national";"urban";16101;32586;32586;0,49;1
"3053";"POL_2016_HBS_D1_CON_GPWG";"national";"urban";51221;99230;99230;0,52;1
"3054";"POL_2016_HBS_D1_CON_GPWG";"national";"rural";48009;99230;99230;0,48;1
"3055";"POL_2017_EU-SILC_D1_INC_GPWG";"national";"urban";17619;34797;34797;0,51;1
"3056";"POL_2017_EU-SILC_D1_INC_GPWG";"national";"rural";17178;34797;34797;0,49;1
"3057";"POL_2017_HBS_D1_CON_GPWG";"national";"urban";21087;36655;36655;0,58;1
"3058";"POL_2017_HBS_D1_CON_GPWG";"national";"rural";15568;36655;36655;0,42;1
"3059";"POL_2018_EU-SILC_D1_INC_GPWG";"national";"urban";21166;39881;39881;0,53;1
"3060";"POL_2018_EU-SILC_D1_INC_GPWG";"national";"rural";18715;39881;39881;0,47;1
"3061";"POL_2018_HBS_D1_CON_GPWG";"national";"rural";15416;36166;36166;0,43;1
"3062";"POL_2018_HBS_D1_CON_GPWG";"national";"urban";20750;36166;36166;0,57;1
"3063";"POL_2019_EU-SILC_D1_INC_GPWG";"national";"urban";27039;50707;50707;0,53;1
"3064";"POL_2019_EU-SILC_D1_INC_GPWG";"national";"rural";23668;50707;50707;0,47;1
"3065";"POL_2019_HBS_D1_CON_GPWG";"national";"rural";15038;35923;35923;0,42;1
"3066";"POL_2019_HBS_D1_CON_GPWG";"national";"urban";20885;35923;35923;0,58;1
"3067";"POL_2020_EU-SILC_D1_INC_GPWG";"national";"rural";18437;38779;38779;0,48;1
"3068";"POL_2020_EU-SILC_D1_INC_GPWG";"national";"urban";20342;38779;38779;0,52;1
"3069";"POL_2021_EU-SILC_D1_INC_GPWG";"national";"urban";25683;42020;42020;0,61;1
"3070";"POL_2021_EU-SILC_D1_INC_GPWG";"national";"rural";16337;42020;42020;0,39;1
"3071";"POL_2022_EU-SILC_D1_INC_GPWG";"national";"urban";29924;48203;48203;0,62;1
"3072";"POL_2022_EU-SILC_D1_INC_GPWG";"national";"rural";18279;48203;48203;0,38;1
"3073";"PRT_2004_EU-SILC_D1_INC_GPWG";"national";"rural";4233;14147;14147;0,3;1
"3074";"PRT_2004_EU-SILC_D1_INC_GPWG";"national";"urban";9914;14147;14147;0,7;1
"3075";"PRT_2005_EU-SILC_D1_INC_GPWG";"national";"urban";9002;12878;12878;0,7;1
"3076";"PRT_2005_EU-SILC_D1_INC_GPWG";"national";"rural";3876;12878;12878;0,3;1
"3077";"PRT_2006_EU-SILC_D1_INC_GPWG";"national";"urban";8278;12071;12071;0,69;1
"3078";"PRT_2006_EU-SILC_D1_INC_GPWG";"national";"rural";3793;12071;12071;0,31;1
"3079";"PRT_2007_EU-SILC_D1_INC_GPWG";"national";"rural";3647;11691;11691;0,31;1
"3080";"PRT_2007_EU-SILC_D1_INC_GPWG";"national";"urban";8044;11691;11691;0,69;1
"3081";"PRT_2008_EU-SILC_D1_INC_GPWG";"national";"urban";8176;11786;11786;0,69;1
"3082";"PRT_2008_EU-SILC_D1_INC_GPWG";"national";"rural";3610;11786;11786;0,31;1
"3083";"PRT_2009_EU-SILC_D1_INC_GPWG";"national";"urban";8968;13013;13013;0,69;1
"3084";"PRT_2009_EU-SILC_D1_INC_GPWG";"national";"rural";4045;13013;13013;0,31;1
"3085";"PRT_2010_EU-SILC_D1_INC_GPWG";"national";"urban";9149;13368;13368;0,68;1
"3086";"PRT_2010_EU-SILC_D1_INC_GPWG";"national";"rural";4219;13368;13368;0,32;1
"3087";"PRT_2011_EU-SILC_D1_INC_GPWG";"national";"urban";10030;14662;14662;0,68;1
"3088";"PRT_2011_EU-SILC_D1_INC_GPWG";"national";"rural";4632;14662;14662;0,32;1
"3089";"PRT_2012_EU-SILC_D1_INC_GPWG";"national";"urban";10200;15965;15965;0,64;1
"3090";"PRT_2012_EU-SILC_D1_INC_GPWG";"national";"rural";5765;15965;15965;0,36;1
"3091";"PRT_2013_EU-SILC_D1_INC_GPWG";"national";"urban";10527;16410;16410;0,64;1
"3092";"PRT_2013_EU-SILC_D1_INC_GPWG";"national";"rural";5883;16410;16410;0,36;1
"3093";"PRT_2014_EU-SILC_D1_INC_GPWG";"national";"rural";5996;17221;17221;0,35;1
"3094";"PRT_2014_EU-SILC_D1_INC_GPWG";"national";"urban";11225;17221;17221;0,65;1
"3095";"PRT_2015_EU-SILC_D1_INC_GPWG";"national";"rural";7680;21965;21965;0,35;1
"3096";"PRT_2015_EU-SILC_D1_INC_GPWG";"national";"urban";14285;21965;21965;0,65;1
"3097";"PRT_2016_EU-SILC_D1_INC_GPWG";"national";"rural";9277;26565;26565;0,35;1
"3098";"PRT_2016_EU-SILC_D1_INC_GPWG";"national";"urban";17288;26565;26565;0,65;1
"3099";"PRT_2017_EU-SILC_D1_INC_GPWG";"national";"rural";10674;30007;30007;0,36;1
"3100";"PRT_2017_EU-SILC_D1_INC_GPWG";"national";"urban";19333;30007;30007;0,64;1
"3101";"PRT_2018_EU-SILC_D1_INC_GPWG";"national";"urban";21997;33935;33935;0,65;1
"3102";"PRT_2018_EU-SILC_D1_INC_GPWG";"national";"rural";11938;33935;33935;0,35;1
"3103";"PRT_2019_EU-SILC_D1_INC_GPWG";"national";"rural";11556;33081;33081;0,35;1
"3104";"PRT_2019_EU-SILC_D1_INC_GPWG";"national";"urban";21525;33081;33081;0,65;1
"3105";"PRT_2020_EU-SILC_D1_INC_GPWG";"national";"urban";18424;27698;27698;0,67;1
"3106";"PRT_2020_EU-SILC_D1_INC_GPWG";"national";"rural";9274;27698;27698;0,33;1
"3107";"PRT_2021_EU-SILC_D1_INC_GPWG";"national";"rural";9035;26822;26822;0,34;1
"3108";"PRT_2021_EU-SILC_D1_INC_GPWG";"national";"urban";17787;26822;26822;0,66;1
"3109";"PRT_2022_EU-SILC_D1_INC_GPWG";"national";"rural";10357;30241;30241;0,34;1
"3110";"PRT_2022_EU-SILC_D1_INC_GPWG";"national";"urban";19884;30241;30241;0,66;1
"3111";"PRY_1990_EH_D1_INC_GPWG";"national";"urban";4217;4659;4659;0,91;1
"3112";"PRY_1990_EH_D1_INC_GPWG";"national";"rural";442;4659;4659;0,09;1
"3113";"PRY_1995_EH_D1_INC_GPWG";"national";"rural";10716;21600;21600;0,5;1
"3114";"PRY_1995_EH_D1_INC_GPWG";"national";"urban";10884;21600;21600;0,5;1
"3115";"PRY_1997_EIH_D1_INC_GPWG";"national";"rural";10620;20466;20466;0,52;1
"3116";"PRY_1997_EIH_D1_INC_GPWG";"national";"urban";9846;20466;20466;0,48;1
"3117";"PRY_1999_EPH_D1_INC_GPWG";"national";"rural";12676;23959;23959;0,53;1
"3118";"PRY_1999_EPH_D1_INC_GPWG";"national";"urban";11283;23959;23959;0,47;1
"3119";"PRY_2001_EIH_D1_INC_GPWG";"national";"urban";20975;37110;37110;0,57;1
"3120";"PRY_2001_EIH_D1_INC_GPWG";"national";"rural";16135;37110;37110;0,43;1
"3121";"PRY_2002_EPH_D1_INC_GPWG";"national";"urban";9408;17443;17443;0,54;1
"3122";"PRY_2002_EPH_D1_INC_GPWG";"national";"rural";8035;17443;17443;0,46;1
"3123";"PRY_2003_EPH_D1_INC_GPWG";"national";"rural";21644;42893;42893;0,5;1
"3124";"PRY_2003_EPH_D1_INC_GPWG";"national";"urban";21249;42893;42893;0,5;1
"3125";"PRY_2004_EPH_D1_INC_GPWG";"national";"rural";17163;34441;34441;0,5;1
"3126";"PRY_2004_EPH_D1_INC_GPWG";"national";"urban";17278;34441;34441;0,5;1
"3127";"PRY_2005_EPH_D1_INC_GPWG";"national";"urban";10501;19385;19385;0,54;1
"3128";"PRY_2005_EPH_D1_INC_GPWG";"national";"rural";8884;19385;19385;0,46;1
"3129";"PRY_2006_EPH_D1_INC_GPWG";"national";"urban";11702;22602;22602;0,52;1
"3130";"PRY_2006_EPH_D1_INC_GPWG";"national";"rural";10900;22602;22602;0,48;1
"3131";"PRY_2007_EPH_D1_INC_GPWG";"national";"urban";11332;20908;20908;0,54;1
"3132";"PRY_2007_EPH_D1_INC_GPWG";"national";"rural";9576;20908;20908;0,46;1
"3133";"PRY_2008_EPH_D1_INC_GPWG";"national";"rural";8702;19288;19288;0,45;1
"3134";"PRY_2008_EPH_D1_INC_GPWG";"national";"urban";10586;19288;19288;0,55;1
"3135";"PRY_2009_EPH_D1_INC_GPWG";"national";"rural";8620;18311;18311;0,47;1
"3136";"PRY_2009_EPH_D1_INC_GPWG";"national";"urban";9691;18311;18311;0,53;1
"3137";"PRY_2010_EPH_D1_INC_GPWG";"national";"rural";8248;20316;20316;0,41;1
"3138";"PRY_2010_EPH_D1_INC_GPWG";"national";"urban";12068;20316;20316;0,59;1
"3139";"PRY_2011_EPH_D1_INC_GPWG";"national";"urban";12285;19618;19618;0,63;1
"3140";"PRY_2011_EPH_D1_INC_GPWG";"national";"rural";7333;19618;19618;0,37;1
"3141";"PRY_2012_EPH_D1_INC_GPWG";"national";"rural";7605;20953;20953;0,36;1
"3142";"PRY_2012_EPH_D1_INC_GPWG";"national";"urban";13348;20953;20953;0,64;1
"3143";"PRY_2013_EPH_D1_INC_GPWG";"national";"urban";13455;20999;20999;0,64;1
"3144";"PRY_2013_EPH_D1_INC_GPWG";"national";"rural";7544;20999;20999;0,36;1
"3145";"PRY_2014_EPH_D1_INC_GPWG";"national";"urban";12962;20109;20109;0,64;1
"3146";"PRY_2014_EPH_D1_INC_GPWG";"national";"rural";7147;20109;20109;0,36;1
"3147";"PRY_2015_EPH_D1_INC_GPWG";"national";"urban";19794;30737;30737;0,64;1
"3148";"PRY_2015_EPH_D1_INC_GPWG";"national";"rural";10943;30737;30737;0,36;1
"3149";"PRY_2016_EPH_D1_INC_GPWG";"national";"rural";17082;37607;37607;0,45;1
"3150";"PRY_2016_EPH_D1_INC_GPWG";"national";"urban";20525;37607;37607;0,55;1
"3151";"PRY_2017_EPH_D1_INC_GPWG";"national";"rural";16151;34989;34989;0,46;1
"3152";"PRY_2017_EPH_D1_INC_GPWG";"national";"urban";18838;34989;34989;0,54;1
"3153";"PRY_2018_EPH_D1_INC_GPWG";"national";"rural";8483;18371;18371;0,46;1
"3154";"PRY_2018_EPH_D1_INC_GPWG";"national";"urban";9888;18371;18371;0,54;1
"3155";"PRY_2019_EPH_D1_INC_GPWG";"national";"rural";8292;18057;18057;0,46;1
"3156";"PRY_2019_EPH_D1_INC_GPWG";"national";"urban";9765;18057;18057;0,54;1
"3157";"PRY_2020_EPH_D1_INC_GPWG";"national";"urban";9258;17450;17450;0,53;1
"3158";"PRY_2020_EPH_D1_INC_GPWG";"national";"rural";8192;17450;17450;0,47;1
"3159";"PRY_2021_EPH_D1_INC_GPWG";"national";"urban";8411;16457;16457;0,51;1
"3160";"PRY_2021_EPH_D1_INC_GPWG";"national";"rural";8046;16457;16457;0,49;1
"3161";"PRY_2022_EPH_D1_INC_GPWG";"national";"rural";8149;17286;17286;0,47;1
"3162";"PRY_2022_EPH_D1_INC_GPWG";"national";"urban";9137;17286;17286;0,53;1
"3163";"PSE_2004_PECS_D1_CON_GPWG";"national";"urban";9401;20585;20585;0,46;1
"3164";"PSE_2004_PECS_D1_CON_GPWG";"national";"rural";6223;20585;20585;0,3;1
"3165";"PSE_2004_PECS_D1_CON_GPWG";"national";"";4961;20585;20585;0,24;1
"3166";"PSE_2005_PECS_D1_CON_GPWG";"national";"rural";3899;14093;14093;0,28;1
"3167";"PSE_2005_PECS_D1_CON_GPWG";"national";"";2576;14093;14093;0,18;1
"3168";"PSE_2005_PECS_D1_CON_GPWG";"national";"urban";7618;14093;14093;0,54;1
"3169";"PSE_2006_PECS_D1_CON_GPWG";"national";"";1281;1281;1281;1;1
"3170";"PSE_2007_PECS_D1_CON_GPWG";"national";"rural";2279;7893;7893;0,29;1
"3171";"PSE_2007_PECS_D1_CON_GPWG";"national";"";1343;7893;7893;0,17;1
"3172";"PSE_2007_PECS_D1_CON_GPWG";"national";"urban";4271;7893;7893;0,54;1
"3173";"PSE_2009_PECS_D1_CON_GPWG";"national";"rural";4387;23178;23178;0,19;1
"3174";"PSE_2009_PECS_D1_CON_GPWG";"national";"";2703;23178;23178;0,12;1
"3175";"PSE_2009_PECS_D1_CON_GPWG";"national";"urban";16088;23178;23178;0,69;1
"3176";"PSE_2010_PECS_D1_CON_GPWG";"national";"urban";15176;22605;22605;0,67;1
"3177";"PSE_2010_PECS_D1_CON_GPWG";"national";"";3112;22605;22605;0,14;1
"3178";"PSE_2010_PECS_D1_CON_GPWG";"national";"rural";4317;22605;22605;0,19;1
"3179";"PSE_2011_PECS_D1_CON_GPWG";"national";"urban";13271;25947;25947;0,51;1
"3180";"PSE_2011_PECS_D1_CON_GPWG";"national";"";5472;25947;25947;0,21;1
"3181";"PSE_2011_PECS_D1_CON_GPWG";"national";"rural";7204;25947;25947;0,28;1
"3182";"PSE_2016_PECS_D1_CON_GPWG";"national";"urban";11286;20185;20185;0,56;1
"3183";"PSE_2016_PECS_D1_CON_GPWG";"national";"";2432;20185;20185;0,12;1
"3184";"PSE_2016_PECS_D1_CON_GPWG";"national";"rural";6467;20185;20185;0,32;1
"3185";"QAT_2017_HIES_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"3186";"ROU_1989_HBS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"3187";"ROU_1992_MC_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"3188";"ROU_1994_HIS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"3189";"ROU_1995_IHS-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"3190";"ROU_1997_IHS-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"3191";"ROU_1998_IHS_D1_CON_HIST";"national";"rural";16593;32054;32054;0,52;1
"3192";"ROU_1998_IHS_D1_CON_HIST";"national";"urban";15461;32054;32054;0,48;1
"3193";"ROU_1999_HIS_D1_CON_GPWG";"national";"rural";16566;31547;31547;0,53;1
"3194";"ROU_1999_HIS_D1_CON_GPWG";"national";"urban";14981;31547;31547;0,47;1
"3195";"ROU_2000_IHS_D1_CON_GPWG";"national";"urban";14621;31088;31088;0,47;1
"3196";"ROU_2000_IHS_D1_CON_GPWG";"national";"rural";16467;31088;31088;0,53;1
"3197";"ROU_2001_HBS_D1_CON_GPWG";"national";"urban";15052;31844;31844;0,47;1
"3198";"ROU_2001_HBS_D1_CON_GPWG";"national";"rural";16792;31844;31844;0,53;1
"3199";"ROU_2002_HBS_D1_CON_GPWG";"national";"urban";15366;32073;32073;0,48;1
"3200";"ROU_2002_HBS_D1_CON_GPWG";"national";"rural";16707;32073;32073;0,52;1
"3201";"ROU_2003_HBS_D1_CON_GPWG";"national";"urban";15408;32051;32051;0,48;1
"3202";"ROU_2003_HBS_D1_CON_GPWG";"national";"rural";16643;32051;32051;0,52;1
"3203";"ROU_2004_HBS_D1_CON_GPWG";"national";"rural";17109;33201;33201;0,52;1
"3204";"ROU_2004_HBS_D1_CON_GPWG";"national";"urban";16092;33201;33201;0,48;1
"3205";"ROU_2005_HBS_D1_CON_GPWG";"national";"rural";42105;85292;85292;0,49;1
"3206";"ROU_2005_HBS_D1_CON_GPWG";"national";"urban";43187;85292;85292;0,51;1
"3207";"ROU_2006_HBS_D1_CON_GPWG";"national";"rural";40429;81595;81595;0,5;1
"3208";"ROU_2006_HBS_D1_CON_GPWG";"national";"urban";41166;81595;81595;0,5;1
"3209";"ROU_2007_EU-SILC_D1_INC_GPWG";"national";"urban";7010;19763;19763;0,35;1
"3210";"ROU_2007_EU-SILC_D1_INC_GPWG";"national";"rural";12753;19763;19763;0,65;1
